time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.40,0.7976,0.8291,822.5968,-0.0322
1,0.40,0.8823,0.5649,821.3466,-0.0274
2,0.40,0.9489,0.3545,827.7440,0.0209
3,0.40,0.9630,0.3194,820.7382,0.0517
4,0.40,0.9686,0.2552,823.5002,0.0152
5,0.40,0.9617,0.2817,818.7811,0.0179
6,0.40,0.9720,0.2389,812.1383,0.0138
7,0.40,0.9689,0.2532,812.7682,-0.0008
8,0.40,0.9756,0.2227,812.7742,0.0043
9,0.40,0.9719,0.2413,818.5070,0.0115
10,0.40,0.9686,0.2561,818.9328,0.0023
11,0.40,0.9686,0.2561,818.9328,0.0023
12,0.40,0.9686,0.2561,818.9328,0.0023
13,0.40,0.9686,0.2561,818.9328,0.0023
14,0.40,0.9686,0.2561,818.9328,0.0023
15,0.40,0.9686,0.2561,818.9328,0.0023
16,0.40,0.9686,0.2561,818.9328,0.0023
17,0.40,0.9686,0.2561,818.9328,0.0023
18,0.40,0.9686,0.2561,818.9328,0.0023
19,0.40,0.9686,0.2561,818.9328,0.0023
20,0.40,0.9686,0.2561,818.9328,0.0023
21,0.40,0.9686,0.2561,818.9328,0.0023
22,0.40,0.9686,0.2561,818.9328,0.0023
23,0.40,0.9686,0.2561,818.9328,0.0023
24,0.40,0.9686,0.2561,818.9328,0.0023
25,0.40,0.9686,0.2561,818.9328,0.0023
26,0.40,0.9686,0.2561,818.9328,0.0023
27,0.40,0.9632,0.2748,810.9720,-0.0128
28,0.40,0.9635,0.2738,813.2818,-0.0133
29,0.40,0.9701,0.2478,808.3763,0.0273
