time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.03,0.0856,1.8490,798.3743,0.0142
1,0.03,0.1498,1.8366,786.2465,0.0048
2,0.03,0.2706,1.6663,798.7315,-0.0130
3,0.03,0.3149,1.6000,830.9261,-0.0365
4,0.03,0.3638,1.4860,863.9350,-0.1076
5,0.03,0.3943,1.4024,888.8186,-0.1369
6,0.03,0.4434,1.3983,875.1495,-0.1554
7,0.03,0.4534,1.3741,849.9045,-0.1190
8,0.03,0.4958,1.3783,850.5112,-0.1127
9,0.03,0.6147,1.2214,866.2528,-0.0951
10,0.03,0.6267,1.2727,882.6399,-0.0316
11,0.03,0.6460,1.0620,893.9195,-0.0271
12,0.03,0.6696,1.1588,885.4841,-0.0568
13,0.03,0.6806,1.1361,859.4348,0.0106
14,0.03,0.6929,1.0696,843.5905,0.0162
15,0.03,0.7119,1.0645,835.6098,-0.0539
16,0.03,0.7558,0.9558,843.9667,-0.0554
17,0.03,0.7628,0.8857,831.0303,-0.0180
18,0.03,0.7435,0.8390,808.7200,-0.0151
19,0.03,0.7387,0.9313,782.9659,0.0092
20,0.03,0.7526,0.9374,781.0759,0.0046
21,0.03,0.7580,0.9354,789.4431,-0.0038
22,0.03,0.7534,0.8559,800.2224,-0.0537
23,0.03,0.7228,0.9481,808.1302,-0.0328
24,0.03,0.7193,0.9157,810.8773,-0.0386
25,0.03,0.7443,0.8511,813.4696,-0.0428
26,0.03,0.7217,0.9393,813.3546,-0.0486
27,0.03,0.7136,1.0791,823.6134,-0.0016
28,0.03,0.7243,1.1513,827.0579,-0.0381
29,0.03,0.7123,1.1751,825.6672,-0.0258
