time,current_velocity,avg_alignment,direction_std_dev,avg_pair_distance,alignment_with_current
0,0.04,0.0716,1.7844,830.8871,-0.0069
1,0.04,0.2117,1.7852,821.9288,0.0173
2,0.04,0.3032,1.7701,816.0852,0.0355
3,0.04,0.3738,1.7223,820.7698,0.0597
4,0.04,0.4167,1.6464,819.8261,0.1106
5,0.04,0.4409,1.5301,810.3738,0.0766
6,0.04,0.4709,1.4912,801.7395,0.0734
7,0.04,0.5386,1.2908,799.8836,-0.0043
8,0.04,0.5815,1.3755,795.1251,-0.0064
9,0.04,0.6478,1.2692,793.7099,0.0516
10,0.04,0.6929,1.1864,812.1320,0.0526
11,0.04,0.7540,1.0737,816.7645,0.0131
12,0.04,0.7787,0.9984,819.9657,0.0327
13,0.04,0.7923,1.0268,821.4808,0.0754
14,0.04,0.7903,1.0526,812.2516,0.1201
15,0.04,0.8053,0.9971,803.3599,0.1116
16,0.04,0.7771,1.0055,789.4432,0.1594
17,0.04,0.7920,0.9528,785.3924,0.1347
18,0.04,0.7913,1.0569,764.3373,0.1338
19,0.04,0.7758,1.0543,740.0150,0.1366
20,0.04,0.7966,0.9864,721.5191,0.1386
21,0.04,0.7776,1.1201,710.9486,0.1436
22,0.04,0.7826,0.9066,740.1178,0.1307
23,0.04,0.7765,1.0080,761.4974,0.1218
24,0.04,0.8039,0.9853,766.7878,0.0417
25,0.04,0.7969,1.0571,783.7809,0.0131
26,0.04,0.7777,1.0218,775.9570,-0.0416
27,0.04,0.7769,0.9858,770.8583,-0.0686
28,0.04,0.7959,0.9390,807.4105,-0.0419
29,0.04,0.8283,0.9084,820.9291,-0.0024
